START BATCH CODE;START EVENT MONTH;START EVENT CALENDAR WEEK;END BATCH CODE;MATERIAL;END TIME;END EVENT MONTH;END EVENT CALENDAR WEEK;YEAR WEEK;CYCLE TIME;TARGET CYCLE TIME
S0649;1;3;E0649;PRODUCT F;2023-04-18;4;16;2023 - W16;99;100
S0650;1;3;E0650;PRODUCT TH;2023-04-14;4;15;2023 - W15;93;100
S0651;1;3;E0651;PRODUCT TH;2023-04-17;4;16;2023 - W16;96;100
S0652;1;2;E0652;PRODUCT TH;2023-04-13;4;15;2023 - W15;96;100
S0653;2;7;E0653;PRODUCT M;2023-04-21;4;16;2023 - W16;73;100
S0654;2;7;E0654;PRODUCT M;2023-04-18;4;16;2023 - W16;70;100
S0655;2;7;E0655;PRODUCT M;2023-04-17;4;16;2023 - W16;69;100
S0656;1;3;E0656;PRODUCT TH;2023-04-19;4;16;2023 - W16;98;100
S0657;12;53;E0657;PRODUCT F;2023-04-18;4;16;2023 - W16;108;100
S0658;1;3;E0658;PRODUCT TH;2023-04-20;4;16;2023 - W16;99;100
S0659;12;51;E0659;PRODUCT T;2023-04-20;4;16;2023 - W16;124;100
S0660;2;6;E0660;PRODUCT M;2023-04-20;4;16;2023 - W16;78;100
S0661;6;23;E0661;PRODUCT N;2023-05-03;5;18;2023 - W18;335;100
S0662;2;9;E0662;PRODUCT N;2023-04-17;4;16;2023 - W16;53;100
S0663;11;48;E0663;PRODUCT O;2023-04-25;4;17;2023 - W17;519;100
S0664;11;45;E0664;PRODUCT T;2023-04-21;4;16;2023 - W16;170;100
S0665;1;3;E0665;PRODUCT F;2023-04-21;4;16;2023 - W16;102;100
S0666;12;53;E0666;PRODUCT F;2023-04-26;4;17;2023 - W17;116;100
S0667;12;53;E0667;PRODUCT F;2023-04-24;4;17;2023 - W17;115;100
S0668;1;3;E0668;PRODUCT TH;2023-04-24;4;17;2023 - W17;103;100
S0669;1;3;E0669;PRODUCT TH;2023-04-21;4;16;2023 - W16;100;100
S0670;1;3;E0670;PRODUCT TH;2023-04-25;4;17;2023 - W17;104;100
S0671;5;23;E0671;PRODUCT N;2023-04-27;4;17;2023 - W17;332;100
S0672;2;7;E0672;PRODUCT M;2023-04-21;4;16;2023 - W16;69;100
S0673;2;7;E0673;PRODUCT M;2023-04-21;4;16;2023 - W16;69;100
S0674;6;24;E0674;PRODUCT N;2023-04-26;4;17;2023 - W17;321;100
S0675;5;23;E0675;PRODUCT N;2023-05-02;5;18;2023 - W18;337;100
S0676;2;7;E0676;PRODUCT M;2023-04-24;4;17;2023 - W17;71;100
S0677;2;7;E0677;PRODUCT M;2023-04-24;4;17;2023 - W17;72;100
S0678;2;7;E0678;PRODUCT M;2023-04-25;4;17;2023 - W17;72;100
S0679;1;5;E0679;PRODUCT C;2023-04-25;4;17;2023 - W17;89;100
S0680;2;7;E0680;PRODUCT M;2023-04-21;4;16;2023 - W16;73;100
S0681;2;7;E0681;PRODUCT M;2023-04-25;4;17;2023 - W17;72;100
S0682;1;3;E0682;PRODUCT TH;2023-04-24;4;17;2023 - W17;103;100
S0683;4;15;E0683;PRODUCT C;2023-04-25;4;17;2023 - W17;381;100
S0684;4;18;E0684;PRODUCT TH;2023-04-24;4;17;2023 - W17;362;100
S0685;1;3;E0685;PRODUCT F;2023-04-28;4;17;2023 - W17;104;100
S0686;2;7;E0686;PRODUCT M;2023-04-25;4;17;2023 - W17;77;100
S0687;2;7;E0687;PRODUCT M;2023-04-25;4;17;2023 - W17;77;100
S0688;1;5;E0688;PRODUCT M;2023-04-26;4;17;2023 - W17;92;100
S0689;1;5;E0689;PRODUCT C;2023-04-28;4;17;2023 - W17;91;100
S0690;1;5;E0690;PRODUCT C;2023-05-02;5;18;2023 - W18;94;100
S0691;1;5;E0691;PRODUCT C;2023-05-02;5;18;2023 - W18;96;100
S0692;1;5;E0692;PRODUCT M;2023-05-10;5;19;2023 - W19;106;100
S0693;1;3;E0693;PRODUCT TH;2023-04-27;4;17;2023 - W17;106;100
S0694;1;3;E0694;PRODUCT TH;2023-04-27;4;17;2023 - W17;106;100
S0695;1;3;E0695;PRODUCT TH;2023-04-27;4;17;2023 - W17;106;100
S0696;1;3;E0696;PRODUCT F;2023-04-27;4;17;2023 - W17;108;100
S0697;9;36;E0697;PRODUCT N;2023-04-28;4;17;2023 - W17;604;100
S0698;11;47;E0698;PRODUCT T;2023-05-02;5;18;2023 - W18;168;100
S0699;12;52;E0699;PRODUCT T;2023-06-06;6;23;2023 - W23;165;100
S0700;6;25;E0700;PRODUCT T;2023-05-17;5;20;2023 - W20;338;100
S0701;9;38;E0701;PRODUCT T;2023-05-03;5;18;2023 - W18;232;100
S0702;8;33;E0702;PRODUCT O;2023-05-02;5;18;2023 - W18;265;100
S0703;8;33;E0703;PRODUCT O;2023-05-05;5;18;2023 - W18;268;100
S0704;8;33;E0704;PRODUCT O;2023-05-05;5;18;2023 - W18;268;100
S0705;1;6;E0705;PRODUCT C;2023-05-04;5;18;2023 - W18;93;100
S0706;2;8;E0706;PRODUCT N;2023-05-03;5;18;2023 - W18;74;100
S0707;3;14;E0707;PRODUCT TH;2023-04-28;4;17;2023 - W17;393;100
S0708;4;17;E0708;PRODUCT T;2023-04-28;4;17;2023 - W17;736;100
S0709;1;3;E0709;PRODUCT TH;2023-05-02;5;18;2023 - W18;111;100
S0710;2;7;E0710;PRODUCT M;2023-04-26;4;17;2023 - W17;74;100
S0711;5;23;E0711;PRODUCT N;2023-05-03;5;18;2023 - W18;338;100
S0712;5;21;E0712;PRODUCT N;2023-05-03;5;18;2023 - W18;350;100
S0713;2;6;E0713;PRODUCT M;2023-05-03;5;18;2023 - W18;91;100
S0714;2;7;E0714;PRODUCT M;2023-05-04;5;18;2023 - W18;82;100
S0715;8;33;E0715;PRODUCT C;2023-05-11;5;19;2023 - W19;276;100
S0716;12;49;E0716;PRODUCT C;2023-05-10;5;19;2023 - W19;158;100
S0717;9;40;E0717;PRODUCT T;2023-05-09;5;19;2023 - W19;223;100
S0718;12;53;E0718;PRODUCT F;2023-05-09;5;19;2023 - W19;129;100
S0719;1;3;E0719;PRODUCT F;2023-05-09;5;19;2023 - W19;120;100
S0720;1;5;E0720;PRODUCT C;2023-06-22;6;25;2023 - W25;147;100
S0721;2;9;E0721;PRODUCT M;2023-05-03;5;18;2023 - W18;66;100
S0722;3;12;E0722;PRODUCT M;2023-05-05;5;18;2023 - W18;48;100
S0723;3;12;E0723;PRODUCT M;2023-05-05;5;18;2023 - W18;48;100
S0724;2;9;E0724;PRODUCT M;2023-05-04;5;18;2023 - W18;67;100
S0725;3;12;E0725;PRODUCT M;2023-05-08;5;19;2023 - W19;56;100
S0726;1;4;E0726;PRODUCT M;2023-05-09;5;19;2023 - W19;109;100
S0727;3;12;E0727;PRODUCT M;2023-05-05;5;18;2023 - W18;53;100
S0728;3;12;E0728;PRODUCT M;2023-05-05;5;18;2023 - W18;53;100
S0729;3;12;E0729;PRODUCT M;2023-05-08;5;19;2023 - W19;51;100
S0730;3;12;E0730;PRODUCT M;2023-05-08;5;19;2023 - W19;51;100
S0731;3;12;E0731;PRODUCT M;2023-05-08;5;19;2023 - W19;51;100
S0732;2;9;E0732;PRODUCT M;2023-05-10;5;19;2023 - W19;73;100
S0733;3;12;E0733;PRODUCT M;2023-05-10;5;19;2023 - W19;58;100
S0734;2;9;E0734;PRODUCT M;2023-05-10;5;19;2023 - W19;73;100
S0735;2;9;E0735;PRODUCT M;2023-05-11;5;19;2023 - W19;74;100
S0736;1;5;E0736;PRODUCT C;2023-05-12;5;19;2023 - W19;104;100
S0737;3;12;E0737;PRODUCT M;2023-05-12;5;19;2023 - W19;60;100
S0738;1;3;E0738;PRODUCT F;2023-05-11;5;19;2023 - W19;122;100
S0739;12;49;E0739;PRODUCT C;2023-05-11;5;19;2023 - W19;159;100
S0740;1;5;E0740;PRODUCT C;2023-05-18;5;20;2023 - W20;112;100
S0741;10;44;E0741;PRODUCT T;2023-05-11;5;19;2023 - W19;196;100
S0742;1;3;E0742;PRODUCT F;2023-05-15;5;20;2023 - W20;126;100
S0743;11;47;E0743;PRODUCT T;2023-05-17;5;20;2023 - W20;183;100
S0744;12;53;E0744;PRODUCT F;2023-05-22;5;21;2023 - W21;142;100
S0745;12;53;E0745;PRODUCT F;2023-05-18;5;20;2023 - W20;138;100
S0746;11;46;E0746;PRODUCT T;2023-05-17;5;20;2023 - W20;190;100
S0747;1;3;E0747;PRODUCT F;2023-05-18;5;20;2023 - W20;129;100
S0748;1;5;E0748;PRODUCT C;2023-05-15;5;20;2023 - W20;106;100
S0749;3;12;E0749;PRODUCT M;2023-05-11;5;19;2023 - W19;57;100
S0750;3;12;E0750;PRODUCT M;2023-05-11;5;19;2023 - W19;59;100
S0751;3;12;E0751;PRODUCT M;2023-05-12;5;19;2023 - W19;57;100
S0752;3;12;E0752;PRODUCT M;2023-05-16;5;20;2023 - W20;61;100
S0753;3;12;E0753;PRODUCT M;2023-05-11;5;19;2023 - W19;56;100
S0754;3;12;E0754;PRODUCT M;2023-05-15;5;20;2023 - W20;60;100
S0755;3;12;E0755;PRODUCT M;2023-05-16;5;20;2023 - W20;61;100
S0756;3;12;E0756;PRODUCT M;2023-05-11;5;19;2023 - W19;56;100
S0757;3;12;E0757;PRODUCT M;2023-05-16;5;20;2023 - W20;61;100
S0758;3;12;E0758;PRODUCT M;2023-05-11;5;19;2023 - W19;57;100
S0759;12;50;E0759;PRODUCT T;2023-05-17;5;20;2023 - W20;157;100
S0760;11;46;E0760;PRODUCT T;2023-05-23;5;21;2023 - W21;196;100
S0761;3;12;E0761;PRODUCT M;2023-05-16;5;20;2023 - W20;62;100
S0762;3;12;E0762;PRODUCT M;2023-05-17;5;20;2023 - W20;63;100
S0763;2;8;E0763;PRODUCT C;2023-05-15;5;20;2023 - W20;90;100
S0764;12;50;E0764;PRODUCT T;2023-05-18;5;20;2023 - W20;158;100
S0765;5;19;E0765;PRODUCT N;2023-05-22;5;21;2023 - W21;383;100
S0766;2;9;E0766;PRODUCT M;2023-05-19;5;20;2023 - W20;82;100
S0767;10;44;E0767;PRODUCT T;2023-05-18;5;20;2023 - W20;203;100
S0768;12;53;E0768;PRODUCT F;2023-05-18;5;20;2023 - W20;138;100
S0769;12;53;E0769;PRODUCT T;2023-05-23;5;21;2023 - W21;143;100
S0770;3;13;E0770;PRODUCT M;2023-05-19;5;20;2023 - W20;59;100
S0771;9;38;E0771;PRODUCT C;2023-05-25;5;21;2023 - W21;253;100
S0772;1;3;E0772;PRODUCT F;2023-05-19;5;20;2023 - W20;130;100
S0773;11;46;E0773;PRODUCT T;2023-05-25;5;21;2023 - W21;198;100
S0774;1;3;E0774;PRODUCT TH;2023-05-19;5;20;2023 - W20;128;100
S0775;2;9;E0775;PRODUCT M;2023-05-24;5;21;2023 - W21;87;100
S0776;3;13;E0776;PRODUCT M;2023-05-19;5;20;2023 - W20;59;100
S0777;1;3;E0777;PRODUCT F;2023-05-22;5;21;2023 - W21;133;100
S0778;6;25;E0778;PRODUCT T;2023-05-25;5;21;2023 - W21;346;100
S0779;3;13;E0779;PRODUCT M;2023-05-19;5;20;2023 - W20;59;100
S0780;10;43;E0780;PRODUCT T;2023-05-18;5;20;2023 - W20;209;100
S0781;3;13;E0781;PRODUCT M;2023-05-24;5;21;2023 - W21;64;100
S0782;3;13;E0782;PRODUCT M;2023-05-24;5;21;2023 - W21;64;100
S0783;1;5;E0783;PRODUCT C;2023-05-29;5;22;2023 - W22;123;100
S0784;1;5;E0784;PRODUCT C;2023-05-30;5;22;2023 - W22;122;100
S0785;1;5;E0785;PRODUCT C;2023-06-07;6;23;2023 - W23;129;100
S0786;1;5;E0786;PRODUCT C;2023-05-25;5;21;2023 - W21;119;100
S0787;3;13;E0787;PRODUCT M;2023-05-24;5;21;2023 - W21;65;100
S0788;5;23;E0788;PRODUCT N;2023-06-07;6;23;2023 - W23;373;100
S0789;3;13;E0789;PRODUCT M;2023-05-24;5;21;2023 - W21;62;100
S0790;2;10;E0790;PRODUCT N;2023-05-23;5;21;2023 - W21;84;100
S0791;12;53;E0791;PRODUCT F;2023-05-22;5;21;2023 - W21;142;100
S0792;1;5;E0792;PRODUCT M;2023-05-24;5;21;2023 - W21;120;100
S0793;3;13;E0793;PRODUCT M;2023-05-26;5;21;2023 - W21;64;100
S0794;3;13;E0794;PRODUCT M;2023-05-29;5;22;2023 - W22;67;100
S0795;3;13;E0795;PRODUCT M;2023-05-30;5;22;2023 - W22;68;100
S0796;5;22;E0796;PRODUCT N;2023-06-08;6;23;2023 - W23;376;100
S0797;11;47;E0797;PRODUCT T;2023-05-29;5;22;2023 - W22;195;100
S0798;12;52;E0798;PRODUCT T;2023-06-06;6;23;2023 - W23;165;100
S0799;11;46;E0799;PRODUCT T;2023-06-08;6;23;2023 - W23;212;100
S0800;11;46;E0800;PRODUCT T;2023-06-08;6;23;2023 - W23;212;100
S0801;11;46;E0801;PRODUCT T;2023-06-06;6;23;2023 - W23;210;100
S0802;4;17;E0802;PRODUCT T;2023-06-08;6;23;2023 - W23;777;100
S0803;9;40;E0803;PRODUCT C;2023-06-08;6;23;2023 - W23;251;100
S0804;6;25;E0804;PRODUCT T;2023-06-07;6;23;2023 - W23;359;100
S0805;12;53;E0805;PRODUCT F;2023-05-25;5;21;2023 - W21;145;100
S0806;3;13;E0806;PRODUCT M;2023-05-24;5;21;2023 - W21;65;100
S0807;5;23;E0807;PRODUCT N;2023-06-02;6;22;2023 - W22;368;100
S0808;1;3;E0808;PRODUCT TH;2023-05-25;5;21;2023 - W21;134;100
S0809;11;46;E0809;PRODUCT T;2023-05-25;5;21;2023 - W21;198;100
S0810;1;3;E0810;PRODUCT TH;2023-05-26;5;21;2023 - W21;135;100
S0811;1;3;E0811;PRODUCT F;2023-05-30;5;22;2023 - W22;141;100
S0812;1;3;E0812;PRODUCT TH;2023-05-26;5;21;2023 - W21;135;100
S0813;12;53;E0813;PRODUCT F;2023-05-26;5;21;2023 - W21;146;100
S0814;12;53;E0814;PRODUCT F;2023-06-01;6;22;2023 - W22;152;100
S0815;3;12;E0815;PRODUCT O;2023-05-29;5;22;2023 - W22;436;100
S0816;3;13;E0816;PRODUCT M;2023-05-30;5;22;2023 - W22;68;100
S0817;3;13;E0817;PRODUCT M;2023-05-29;5;22;2023 - W22;69;100
S0818;1;3;E0818;PRODUCT F;2023-06-14;6;24;2023 - W24;156;100
S0819;1;5;E0819;PRODUCT C;2023-05-29;5;22;2023 - W22;123;100
S0820;1;5;E0820;PRODUCT M;2023-05-30;5;22;2023 - W22;126;100
S0821;4;15;E0821;PRODUCT M;2023-05-30;5;22;2023 - W22;55;100
S0822;4;15;E0822;PRODUCT M;2023-06-09;6;23;2023 - W23;65;100
S0823;4;15;E0823;PRODUCT M;2023-05-30;5;22;2023 - W22;55;100
S0824;6;25;E0824;PRODUCT T;2023-06-07;6;23;2023 - W23;359;100
S0825;2;10;E0825;PRODUCT N;2023-06-07;6;23;2023 - W23;99;100
S0826;2;8;E0826;PRODUCT N;2023-06-19;6;25;2023 - W25;121;100
S0827;1;5;E0827;PRODUCT M;2023-06-08;6;23;2023 - W23;135;100
S0828;4;15;E0828;PRODUCT M;2023-06-12;6;24;2023 - W24;68;100
S0829;1;5;E0829;PRODUCT C;2023-06-16;6;24;2023 - W24;138;100
S0830;8;33;E0830;PRODUCT C;2023-06-21;6;25;2023 - W25;317;100
S0831;1;5;E0831;PRODUCT M;2023-06-08;6;23;2023 - W23;135;100
S0832;3;13;E0832;PRODUCT M;2023-06-09;6;23;2023 - W23;78;100
S0833;4;15;E0833;PRODUCT M;2023-06-13;6;24;2023 - W24;69;100
S0834;1;5;E0834;PRODUCT C;2023-05-29;5;22;2023 - W22;123;100
S0835;3;13;E0835;PRODUCT M;2023-06-01;6;22;2023 - W22;73;100
S0836;11;47;E0836;PRODUCT T;2023-06-02;6;22;2023 - W22;199;100
S0837;4;15;E0837;PRODUCT M;2023-06-01;6;22;2023 - W22;57;100
S0838;6;24;E0838;PRODUCT N;2023-06-02;6;22;2023 - W22;356;100
S0839;2;10;E0839;PRODUCT N;2023-07-21;7;29;2023 - W29;143;100
S0840;5;19;E0840;PRODUCT N;2023-06-07;6;23;2023 - W23;399;100
S0841;12;53;E0841;PRODUCT F;2023-06-08;6;23;2023 - W23;159;100
S0842;1;3;E0842;PRODUCT F;2023-06-08;6;23;2023 - W23;150;100
S0843;2;9;E0843;PRODUCT C;2023-06-07;6;23;2023 - W23;106;100
S0844;1;5;E0844;PRODUCT C;2023-06-16;6;24;2023 - W24;140;100
S0845;9;36;E0845;PRODUCT C;2023-06-13;6;24;2023 - W24;285;100
S0846;11;47;E0846;PRODUCT T;2023-06-09;6;23;2023 - W23;206;100
S0847;11;47;E0847;PRODUCT T;2023-06-09;6;23;2023 - W23;206;100
S0848;12;53;E0848;PRODUCT F;2023-06-08;6;23;2023 - W23;159;100
S0849;1;3;E0849;PRODUCT TH;2023-06-09;6;23;2023 - W23;149;100
S0850;1;3;E0850;PRODUCT TH;2023-06-09;6;23;2023 - W23;149;100
S0851;12;53;E0851;PRODUCT F;2023-06-16;6;24;2023 - W24;167;100
S0852;2;8;E0852;PRODUCT N;2023-06-14;6;24;2023 - W24;116;100
S0853;2;9;E0853;PRODUCT C;2023-06-21;6;25;2023 - W25;120;100
S0854;2;9;E0854;PRODUCT C;2023-06-14;6;24;2023 - W24;108;100
S0855;4;17;E0855;PRODUCT M;2023-06-14;6;24;2023 - W24;58;100
S0856;4;17;E0856;PRODUCT M;2023-06-14;6;24;2023 - W24;58;100
S0857;4;17;E0857;PRODUCT M;2023-06-12;6;24;2023 - W24;56;100
S0858;9;36;E0858;PRODUCT C;2023-06-21;6;25;2023 - W25;292;100
S0859;1;6;E0859;PRODUCT C;2023-06-14;6;24;2023 - W24;135;100
S0860;2;10;E0860;PRODUCT N;2023-06-13;6;24;2023 - W24;105;100
S0861;4;17;E0861;PRODUCT M;2023-06-14;6;24;2023 - W24;58;100
S0862;4;16;E0862;PRODUCT M;2023-06-15;6;24;2023 - W24;65;100
S0863;1;3;E0863;PRODUCT TH;2023-06-12;6;24;2023 - W24;152;100
S0864;4;17;E0864;PRODUCT M;2023-06-21;6;25;2023 - W25;65;100
S0865;4;17;E0865;PRODUCT M;2023-06-16;6;24;2023 - W24;60;100
S0866;4;16;E0866;PRODUCT M;2023-06-15;6;24;2023 - W24;65;100
S0867;4;17;E0867;PRODUCT M;2023-06-16;6;24;2023 - W24;60;100
S0868;4;17;E0868;PRODUCT M;2023-06-17;6;24;2023 - W24;61;100
S0869;9;38;E0869;PRODUCT N;2023-06-19;6;25;2023 - W25;1005;100
S0870;9;38;E0870;PRODUCT N;2023-06-19;6;25;2023 - W25;1005;100
S0871;11;45;E0871;PRODUCT T;2023-06-27;6;26;2023 - W26;237;100
S0872;1;3;E0872;PRODUCT T;2023-06-27;6;26;2023 - W26;168;100
S0873;12;50;E0873;PRODUCT T;2023-06-29;6;26;2023 - W26;200;100
S0874;6;25;E0874;PRODUCT T;2023-06-14;6;24;2023 - W24;366;100
S0875;4;15;E0875;PRODUCT M;2023-06-15;6;24;2023 - W24;71;100
S0876;1;5;E0876;PRODUCT C;2023-06-20;6;25;2023 - W25;143;100
S0877;3;12;E0877;PRODUCT O;2023-06-20;6;25;2023 - W25;458;100
S0878;4;17;E0878;PRODUCT M;2023-06-15;6;24;2023 - W24;59;100
S0879;1;3;E0879;PRODUCT TH;2023-06-16;6;24;2023 - W24;156;100
S0880;1;3;E0880;PRODUCT TH;2023-06-16;6;24;2023 - W24;156;100
S0881;3;12;E0881;PRODUCT O;2023-06-20;6;25;2023 - W25;458;100
S0882;1;6;E0882;PRODUCT C;2023-06-16;6;24;2023 - W24;137;100
S0883;4;16;E0883;PRODUCT F;2023-06-19;6;25;2023 - W25;67;100
S0884;4;17;E0884;PRODUCT M;2023-06-16;6;24;2023 - W24;60;100
S0885;1;3;E0885;PRODUCT TH;2023-06-19;6;25;2023 - W25;159;100
S0886;1;3;E0886;PRODUCT F;2023-07-04;7;27;2023 - W27;176;100
S0887;1;3;E0887;PRODUCT F;2023-07-03;7;27;2023 - W27;175;100
S0888;2;7;E0888;PRODUCT T;2023-06-27;6;26;2023 - W26;504;100
S0889;11;47;E0889;PRODUCT T;2023-06-28;6;26;2023 - W26;225;100
S0890;4;18;E0890;PRODUCT M;2023-06-23;6;25;2023 - W25;57;100
S0891;4;18;E0891;PRODUCT M;2023-06-26;6;26;2023 - W26;60;100
S0892;4;18;E0892;PRODUCT M;2023-06-22;6;25;2023 - W25;56;100
S0893;4;18;E0893;PRODUCT M;2023-06-26;6;26;2023 - W26;60;100
S0894;4;18;E0894;PRODUCT M;2023-06-23;6;25;2023 - W25;57;100
S0895;5;19;E0895;PRODUCT M;2023-06-26;6;26;2023 - W26;54;100
S0896;5;19;E0896;PRODUCT M;2023-06-26;6;26;2023 - W26;54;100
S0897;12;53;E0897;PRODUCT F;2023-06-27;6;26;2023 - W26;178;100
S0898;4;16;E0898;PRODUCT F;2023-07-05;7;27;2023 - W27;82;100
S0899;5;19;E0899;PRODUCT M;2023-06-27;6;26;2023 - W26;54;100
S0900;2;8;E0900;PRODUCT C;2023-06-27;6;26;2023 - W26;133;100
S0901;12;52;E0901;PRODUCT T;2023-06-22;6;25;2023 - W25;181;100
S0902;4;18;E0902;PRODUCT M;2023-06-29;6;26;2023 - W26;60;100
S0903;3;10;E0903;PRODUCT N;2023-06-22;6;25;2023 - W25;109;100
S0904;1;3;E0904;PRODUCT F;2023-06-22;6;25;2023 - W25;164;100
S0905;3;14;E0905;PRODUCT TH;2023-06-26;6;26;2023 - W26;87;100
S0906;2;9;E0906;PRODUCT C;2023-06-27;6;26;2023 - W26;126;100
S0907;11;46;E0907;PRODUCT T;2023-06-27;6;26;2023 - W26;231;100
S0908;3;14;E0908;PRODUCT TH;2023-06-23;6;25;2023 - W25;84;100
S0909;3;14;E0909;PRODUCT TH;2023-06-27;6;26;2023 - W26;88;100
S0910;11;46;E0910;PRODUCT T;2023-07-03;7;27;2023 - W27;237;100
S0911;3;14;E0911;PRODUCT TH;2023-06-21;6;25;2023 - W25;82;100
S0912;1;5;E0912;PRODUCT C;2023-06-27;6;26;2023 - W26;152;100
S0913;4;16;E0913;PRODUCT F;2023-06-27;6;26;2023 - W26;75;100
S0914;5;19;E0914;PRODUCT M;2023-06-28;6;26;2023 - W26;55;100
S0915;5;19;E0915;PRODUCT M;2023-06-28;6;26;2023 - W26;55;100
S0916;5;19;E0916;PRODUCT M;2023-06-30;6;26;2023 - W26;57;100
S0917;4;16;E0917;PRODUCT F;2023-06-30;6;26;2023 - W26;78;100
S0918;5;19;E0918;PRODUCT M;2023-06-29;6;26;2023 - W26;57;100
S0919;5;19;E0919;PRODUCT M;2023-06-29;6;26;2023 - W26;56;100
S0920;4;16;E0920;PRODUCT F;2023-07-10;7;28;2023 - W28;88;100
S0921;4;16;E0921;PRODUCT F;2023-07-10;7;28;2023 - W28;88;100
S0922;9;36;E0922;PRODUCT C;2023-07-07;7;27;2023 - W27;309;100
S0923;2;6;E0923;PRODUCT T;2023-07-05;7;27;2023 - W27;152;100
S0924;5;19;E0924;PRODUCT M;2023-06-28;6;26;2023 - W26;56;100
S0925;6;25;E0925;PRODUCT T;2023-07-03;7;27;2023 - W27;385;100
S0926;2;9;E0926;PRODUCT C;2023-06-29;6;26;2023 - W26;128;100
S0927;3;12;E0927;PRODUCT O;2023-06-29;6;26;2023 - W26;467;100
S0928;5;19;E0928;PRODUCT M;2023-07-04;7;27;2023 - W27;61;100
S0929;5;19;E0929;PRODUCT M;2023-07-04;7;27;2023 - W27;61;100
S0930;3;10;E0930;PRODUCT N;2023-07-04;7;27;2023 - W27;121;100
S0931;3;14;E0931;PRODUCT TH;2023-07-05;7;27;2023 - W27;96;100
S0932;3;14;E0932;PRODUCT TH;2023-07-05;7;27;2023 - W27;96;100
S0933;4;16;E0933;PRODUCT F;2023-07-05;7;27;2023 - W27;82;100
S0934;3;14;E0934;PRODUCT TH;2023-07-05;7;27;2023 - W27;96;100
S0935;5;19;E0935;PRODUCT M;2023-07-04;7;27;2023 - W27;62;100
S0936;3;12;E0936;PRODUCT O;2023-07-12;7;28;2023 - W28;480;100
S0937;3;14;E0937;PRODUCT TH;2023-07-12;7;28;2023 - W28;103;100
S0938;5;23;E0938;PRODUCT N;2023-07-12;7;28;2023 - W28;408;100
S0939;5;23;E0939;PRODUCT N;2023-07-07;7;27;2023 - W27;403;100
S0940;11;45;E0940;PRODUCT T;2023-07-14;7;28;2023 - W28;254;100
S0941;4;16;E0941;PRODUCT F;2023-07-26;7;30;2023 - W30;104;100
S0942;1;3;E0942;PRODUCT F;2023-07-20;7;29;2023 - W29;192;100
S0943;4;16;E0943;PRODUCT F;2023-07-18;7;29;2023 - W29;96;100
S0944;2;9;E0944;PRODUCT C;2023-07-06;7;27;2023 - W27;135;100
S0945;5;20;E0945;PRODUCT M;2023-07-07;7;27;2023 - W27;59;100
S0946;3;11;E0946;PRODUCT N;2023-07-17;7;29;2023 - W29;130;100
S0947;4;16;E0947;PRODUCT F;2023-07-26;7;30;2023 - W30;104;100
S0948;4;16;E0948;PRODUCT F;2023-07-26;7;30;2023 - W30;104;100
S0949;1;3;E0949;PRODUCT F;2023-07-27;7;30;2023 - W30;199;100
S0950;4;16;E0950;PRODUCT F;2023-07-27;7;30;2023 - W30;105;100
S0951;12;53;E0951;PRODUCT F;2023-07-19;7;29;2023 - W29;201;100
S0952;1;3;E0952;PRODUCT F;2023-07-20;7;29;2023 - W29;192;100
S0953;4;16;E0953;PRODUCT F;2023-07-20;7;29;2023 - W29;98;100
S0954;1;3;E0954;PRODUCT F;2023-07-19;7;29;2023 - W29;191;100
S0955;1;3;E0955;PRODUCT F;2023-07-19;7;29;2023 - W29;191;100
S0956;1;3;E0956;PRODUCT F;2023-07-14;7;28;2023 - W28;186;100
S0957;11;46;E0957;PRODUCT T;2023-07-20;7;29;2023 - W29;254;100
S0958;11;46;E0958;PRODUCT T;2023-07-14;7;28;2023 - W28;248;100
S0959;3;14;E0959;PRODUCT TH;2023-07-12;7;28;2023 - W28;103;100
S0960;5;20;E0960;PRODUCT M;2023-07-06;7;27;2023 - W27;58;100
S0961;1;5;E0961;PRODUCT C;2023-07-05;7;27;2023 - W27;158;100
S0962;12;50;E0962;PRODUCT T;2023-07-06;7;27;2023 - W27;207;100
S0963;5;19;E0963;PRODUCT M;2023-07-10;7;28;2023 - W28;67;100
S0964;5;19;E0964;PRODUCT M;2023-07-10;7;28;2023 - W28;67;100
S0965;5;20;E0965;PRODUCT M;2023-07-11;7;28;2023 - W28;63;100
S0966;12;51;E0966;PRODUCT C;2023-07-12;7;28;2023 - W28;210;100
S0967;2;9;E0967;PRODUCT C;2023-07-12;7;28;2023 - W28;136;100
S0968;5;20;E0968;PRODUCT M;2023-07-11;7;28;2023 - W28;63;100
S0969;3;12;E0969;PRODUCT O;2023-07-18;7;29;2023 - W29;486;100
S0970;11;46;E0970;PRODUCT T;2023-07-13;7;28;2023 - W28;247;100
S0971;5;20;E0971;PRODUCT M;2023-07-07;7;27;2023 - W27;58;100
S0972;5;20;E0972;PRODUCT M;2023-07-10;7;28;2023 - W28;61;100
S0973;5;20;E0973;PRODUCT M;2023-07-10;7;28;2023 - W28;61;100
S0974;5;20;E0974;PRODUCT M;2023-07-07;7;27;2023 - W27;58;100
S0975;5;20;E0975;PRODUCT M;2023-07-07;7;27;2023 - W27;59;100
S0976;5;20;E0976;PRODUCT M;2023-07-18;7;29;2023 - W29;70;100
S0977;5;20;E0977;PRODUCT M;2023-07-18;7;29;2023 - W29;70;100
